row,Movie Name,Genre,Plot
6832 ,The Covered Trail ,western,"The Covered Trail  :  Keats (J.B>Warner) is suspected of being the member of a gang of rustlers while he is trying to save his weakling brother from their influence and keep his brother from becoming an outlaw. Keats is captured and about to be hung when the local sheriff (Robert McKenzie) frees him during a ruse. Keats is recaptured by the vigilantes and placed in jail but escapes in time to foil the outlaw gang from robbing the local Wells Fargo office. The Sheriff makes Keats his Deputy and together they capture the gang. After being mortally wounded by the gang, Keats is exonerated by his dying brother who makes a deathbed confession clearing Keats of any wrongdoing."
6907 ,The Broken Land ,western,"The Broken Land  :  A cowboy rides into a small town that is ruled with an iron fist by a corrupt Sheriff. He becomes involved with a pretty young town girl and some residents who are trying to oust the Sheriff, resulting in a robbery, a murder, and his being pursued by a vengeful posse."
6951 ,The Avenging Rider ,western,"The Avenging Rider  :  On his way to help his ex-partner, miner Sam Trotter, Brit Marshall is tricked into helping Trotter's murderers get away with Trotter's gold bullion. Arrested for Trotter's murder, Brit and his comical sidekick Ike escape and begin to track down the killers to clear themselves. Clues as to the whereabouts of the bullion appear when torn corners of a playing card are found on each killer's person, leading to the identity of the gang's silent partner, one of the town's leading citizens."
7009 ,The Destiny of Britain ,history,"The Destiny of Britain  :  The story of the Biblical vision for the restoration of Israel and how it was an integral part of the great missionary expansion of the 18th and 19th centuries, which was intertwined with the expansion of the British Empire across the world."
7018 ,Modos: The Prophecy of Armageddon ,fantasy,"Modos: The Prophecy of Armageddon  :  Seven Archangels, who live as humans unaware of their heavenly identities, suffer shocking fates and are thrust into the battle between good and evil. The fate of mankind rests in their hands but they have forgotten their centuries of knowledge and skills. They resent the re-training they must endure and the responsibility for the fate of the world that they did not ask for. They walk the earth they once knew well but their human lives have been wiped out as if they never existed. They now live as supernatural beings that must learn to fight for the future of the world, until their memories and abilities return. They must re-learn mind speak, transporting, shape shifting, time travel, and unity power. They soon remember what they are up against when evil matches their powers in unbelievable battles of mind and force. But will they be strong enough to fight their brother, the fallen angel, and the four Horsemen of Apocalypse who have awakened and rage with war, pestilence, famine and death toward the annihilation of the world? Can the Angels meet the heavenly challenge to save mankind, or will the forces of evil win and the prophecy of destruction prevail?"
7040 ,The Irish in Australia ,history,"The Irish in Australia  :  Writer, actress and comedian Fiona O'Loughlin is conscious of her Irish heritage but unsure what this inheritance means. A third generation Australian, Fiona's eight great grandparents all migrated from Ireland in the closing decades of the Nineteenth Century and Fiona's comedic and, at times, emotional journey discovers the influence of the Irish on the Australian way of life while looking to answer the question, what have the Irish ever done for us?"
7046 ,Dark Matter Diaries the Recruitment ,sci-fi,Dark Matter Diaries the Recruitment  :  A washed-up ex-captain receives orders that he is being re-instated and that he & his crew must travel to a distant solar system on a mission to save the earth.
7201 ,Once Upon a Time in the Hood ,action,"Once Upon a Time in the Hood  :  In the gang infested neighborhoods nearby Chicago's Little Village, Raul follows in the footsteps of his older brother Freddy.Â  Raul's destiny as a member of the Latin Crowns street gang seems predetermined, but when he falls in love with an innocent young woman and his brother is shot under questionable circumstances, Raul decides to leave the gang. Â Â Â  This quest to go straight becomes more and more difficult as he finds himself entangled with the newest member of the gang, and as the violence of their day to day life on the street intensifies. Â Â Â  When the gang begins to fall apart around him, Raul's loyalty is questioned on every front and he becomes caught in the middle of a spiraling series of events that jeopardize every aspect of his life."
7218 ,The Deal ,romance,"The Deal  :  When Evia comes upon a dire financial hardship and is close to losing everything, her billionaire boss offers her $5 Million to spend the weekend with her husband. Now Evia must choose to defy her pure wedding bed or allow everything she's ever known to be taken away."
7244 ,Hunted by Night ,action,"Hunted by Night  :  An intriguing story of good, evil and the supernatural. The Story takes place in the Florida Everglades. Three men are hunting when an airplane drops bails of drugs on the ground where they are hunting.. The men must decide whether to be law-abiding citizens and report the drugs or take the drugs and sell them for millions of dollars. The lure of easy money entices the hunters into an action packed adventure as drugs dealers-led by Paco, a cold and ruthless Colombian drug lord-chase them in their quest for their precious cargo. Their decision to take the drugs leads them on a spine tingling confrontations with the drugs dealers who both outnumber and out gun them. The hunters must resort to primitive weapons, their combative Martial arts skills and their ingenuity to escape the wrath of the drugs dealers. Three men are hunting when an airplane drops bails of drugs on the ground in their vicinity. The men must decide whether to be law-abiding citizens and report the drugs or take the drugs and sell them for millions of dollars. Various opportunities present themselves to the hunters for them to leave the drugs behind and make off with their lives. This creates conflicts between the two protagonists, Brandon and Jose. Jose is a Cuban American whose greed and selfishness is driving the hunter's odyssey. Brandon is an Anglo American who has no interest in risking his life for the drugs, but is swept with a lie that puts him in the forefront to kill or be killed. However, he is watched over by a supernatural guardian who protects him in his quest to survive. The third hunter, Peter, has little will of his own. He usually agrees with Jose who is the more insistent of the two. The lure of easy money entices the hunters into an action packed adventure as drug dealers - led by Paco, a cold and ruthless Colombian drug lord - chase them in their quest for their precious cargo. Their decision to take the drugs leads them on spine tingling confrontations with the drug dealers who both outnumber and out gun them."
7256 ,The Only Good Indian ,western,"The Only Good Indian  :  Set in Kansas during the early 1900s, a teen-aged Native American boy (newcomer Winter Fox Frank) is taken from his family and forced to attend a distant Indian ""training"" school to assimilate into White society. When he escapes to return to his family, Sam Franklin (Wes Studi), a bounty hunter of Cherokee descent, is hired to find and return him to the institution. Franklin, a former Indian scout for the U.S. Army, has renounced his Native heritage and has adopted the White Man's way of life, believing it's the only way for Indians to survive. Along the way, a tragic incident spurs Franklin's longtime nemesis, the famous ""Indian Fighter"" Sheriff Henry McCoy (J. Kenneth Campbell), to pursue both Franklin and the boy."
7260 ,QueenPin II the Restoration ,action,"QueenPin II the Restoration  :  After the rivalry in their home town of Jacksonville Florida and the death of their original Queen Pin. Lil Miller and Killer left the game and handed over the thrown to their team member Knowledge. They are now running a major record label, families of their own, and have turned in to legitimate CEO's. But when tragedy hits their old team and one of their members are gunned down this leaves the whole team with no connect and prices on their heads. Lil Miller and Killer must return home and finish what they started. Theirs a new Queen Pin in town and she is out for a vengeance."
7356 ,Adventures of Red Ryder ,western,"Adventures of Red Ryder  :  Mesquite banker Calvin Drake plans to profit from the Santa Fe Railroad's acquisition of right-of-way by gaining control of the land in the territory. In the ensuing war of intimidation against the ranchers, Ira Withers is killed and Red Ryder and his father, Colonel Tom Ryder, form an organization to drive the gunmen and outlaws out of the territory. Colonel Ryder is killed by One-Eye Chapin and Red vows vengeance. Sheriff Dade is in league with the Drake faction, including Ace Hanlon. The Duchess, Red's aunt, is about to lose her ranch. Red learns of a plan to dynamite a dam providing the water supply, and saves Beth Andrews, daughter of the former sheriff, Luke Andrews who was also murdered by Drake's men."
7379 ,The Myth of Eligos ,fantasy,"The Myth of Eligos  :  Myth of Eligos is a story about a wizard getting imprisoned into a thought by his opponent. One of his granddaughters has a vision about that, so they both try to save their granddad. But also the dark lord has problems. A rebellious daughter, insubordinate guards, and his intriguer demon keep him busy. And there are also other people. They have their own problems and don't give a damn about the fight of good and evil. A wild medieval roadmovie with many jokes and irony. A how low can you go production, directed by Moritz Kosa"
7413 ,Sir Kendrick and the Castle of Bel Lione ,fantasy,"Sir Kendrick and the Castle of Bel Lione  :  The Knights of the Prince await His triumphant return, they are steadfast in their mission to take His story into the kingdom and recruit as many as are willing. But when a new and dangerous threat is revealed, their mission is jeopardized."
7492 ,The Outlaw Michael Howe ,history,"The Outlaw Michael Howe  :  In 1815 a young convict leads a wretched guerrilla army of outlaws, deserters and bushmen in open rebellion against the morally corrupt government on the notorious prison settlement of Van Diemen's Land. As their numbers grow by the day, Michael Howe's gang threaten to overrun the colony. An epic story of love and betrayal, The Outlaw Michael Howe will chronicle the astonishing true story of the man who pushed Australia to the brink of civil war."
7495 ,The 8th Person ,fantasy,"The 8th Person  :  A young man goes to New York City for the first time in his life to accomplish his mother's will. His mother had made a will demanding after her dead, her body should be burnt and the ash should be spread at the front of Statue of Liberty in the air. But before doing his mother's will he gets involved in a weird lottery."
7571 ,The Royal Rider ,western,"The Royal Rider  :  A cowboy is hired to protect the king of a small country. It turns out that the king is actually a young boy, and revolutionaries are out to overthrow him. Complicating matters is the king's pretty young governess, who makes it difficult for the cowboy to concentrate on protecting the child."
7665 ,The Contributors ,sci-fi,"The Contributors  :  In an alternate future version of the United States where minorities and their inventions have been banned from the country, the U.S. President and his dysfunctional family try to reign over the new, purely white America, but secrets his children hold threaten their seemingly new tranquil existence as a rebellion to make the U.S. diverse again quietly rises up without them knowing."
7765 ,UFC on FOX 5: Road to the Octagon ,sport,"UFC on FOX 5: Road to the Octagon  :  UFC Road to the Octagon is an epic portrayal of the lives of six UFC fighters as they get set for the biggest night of their lives. Told through their own words in real time, each athlete reveals their back story in the context of this momentous event. To accurately portray each character, the production vision combined cinema verite with cutting edge 4K commercial techniques. The result ranges from unprecedented intimacy as MMA legend BJ Penn breaks down during his daughter's 4th birthday in Hawaii to heart pounding training scenes set against the backdrop of some of the world's most stunning locations."
7779 ,Death of the Reel ,fantasy,"Death of the Reel  :  Guy Maddin flies to Kansas City, Missouri, in a vain attempt to save cinema as it continues to die from contempt and neglect. The tongue-in-cheek project begins in a Winnipeg bar where filmmaker Guy Maddin (played by, yes, Guy Maddin) reads a newspaper article declaring the death of cinema in the United States. He decides to ride - or fly - to the rescue. The idea is that the young people have been zombified by their iPhones and iPods and have become celluloid illiterates who watch postage stamp-sized movies on tiny screens. Maddin comes to Kansas to save cinema."
7887 ,An Exclusive Inside Look at 'Harry Potter and the Order of the Phoenix' ,fantasy,"An Exclusive Inside Look at 'Harry Potter and the Order of the Phoenix'  :  G4 Hosts bring viewers the latest information on the upcoming film; Harry Potter and the Order of the Phoenix. From the IMAX headquarters to discuss the conversion to 70mm 3-D, chatting w/ the VP of Universal Theme Park production on the new Harry Potter themed attraction, a tour of the Warner Bros Studios Harry Potter Museum, Cast Interviews in the UK and on the Hollywood Red Carpet for the World Premiere and much much more!"
7966 ,The Seventh Swords ,action,"The Seventh Swords  :  Four hundred years ago, the great rebel leader, Li Zicheng, overthrew the Ming Dynasty with the help of a lowly gardener who had never handled a sword or bow. Pretending to be Li Zicheng, he would allow himself to be captured and killed. The ruse allowed Li Zicheng's forces to overthrow the Mings. The seven elite assassins that protected Li Zicheng were so moved by the gardener's bravery that they vowed to always protect and serve the gardener's heirs. They are known as the Seventh Swords."
8054 ,Ring of Honor Winter Warriors Tour: Duluth ,sport,"Ring of Honor Winter Warriors Tour: Duluth  :  JANUARY 23RD, 2016 INFINITE ENERGY CENTER DULUTH, GA. *MAIN EVENT* ROH CHAMPIONS vs THE BULLET CLUB *ALL ROH TITLES ARE ON THE LINE* ROH World Champion Jay Lethal, ROH World Tag Team Champions War Machine, & ROH World TV Champion Roderick Strong vs The Bullet Club (The Young Bucks, Karl Anderson, & Doc Gallows) SIX MAN SCRAMBLE MATCH Adam Page vs Frankie Kazarian vs Silas Young vs Caprice Coleman vs Will Ferrara vs Jay Briscoe SIX MAN TAG TEAM MATCH ACH, Matt Sydal, & Alex Shelley vs Michael Elgin & reDRagon Cedric Alexander w/ Veda Scott vs Mark Briscoe The All Night Express vs Cheeseburger & Moose w/ Stokely Hathaway AJ Styles Says Goodbye Dalton Castle w/ The Boys vs Corey Hollis w/ Trina Michaels Bonus: Women of Honor: Amber Gallows vs Veda Scott Post Show Recap w/ Ian Riccaboni & Mark Briscoe"
8061 ,Men of the Desert ,western,"Men of the Desert  :  Some of the most sanguinary feuds in America have been fought out, not in the mountains of the south, but on the deserts of the great west, where cattlemen and sheepmen often dealt out death to each other with the aid of their old friends, Winchester and Colt. Such a feud is in progress between the men of the desert when Jack, a nomadic cowboy, wanders into the scene. He is outspoken against the outlawry, and the sheriff, in jest, hands him his badge and asks him if he can do any better. Jack accepts the challenge and arrests one of the most recent slayers. The latter's companions immediately storm the jail and rescue him. In the fight Jack is desperately wounded. May, a girl of the ranch, finds the cowboy half dead and hides him in an isolated hut while she nurses him back to health. The feudists discover Jack's hiding place and attack him. He and the girl escape, and while Jack holds a narrow canyon against his pursuers the girl dashes across the desert in search of aid. Jack's life seems as good as lost when May returns with the opposing feudists, who save him. The wedding between Jack and the girl on the battleground reconciles the feudists and restores order on the desert."
8090 ,Fedor: Return of the Last Emperor ,sport,"Fedor: Return of the Last Emperor  :  Before the return of the greatest heavyweight champion in the history of Mixed Martial Arts, Spike takes an in-depth look at his life and explores the motivations and mystique of the man who is already legend, the one and only Fedor Emelianenko."
8099 ,Kcor the Warrior ,fantasy,"Kcor the Warrior  :  In a magical realm of savagery and ancient ruins, the evil Witch Queen Morgina is slaying or enslaving all who stand in her way. Kcor of a Warrior Tribe, returns to find his entire village, family and all, destroyed; Morgina laughing over their charred remains. Rescued by a mysterious Guide, Kcor embarks on a quest across sparsely populated landscapes of beauty and desolation, ghosts and monsters, in a scavenger hunt to find tools necessary for defeating Morgina. On the path, he teams up with the wild huntress Zamuria who has also sworn revenge on the Witch Queen. Together they must defeat Morgina's army of grotesque minions and somehow kill her powerful spirit emanating from the dreaded Red Citadel."
8206 ,Desperate Action ,action,"Desperate Action  :  Yesterday, Cornel was one of the most feared Secret Service agents (Securitate) to operate under the murderous regime of Nicolae Ceausescu. Now, three days into the bloodiest military coup to shake modern-day Romania, he's just another desperate refugee on a bus fleeing the chaos of a lawless land. When the other passengers discover his nefarious identity, they plot to kill him. Before the plan is executed, however, ruthless bandits ambush the bus to steal its hidden cargo of priceless diamonds. Now, only Cornel's military skills and survival training can lead the passengers to safety across the cruel Carpathian mountains. Willing to set aside their prejudice in order to survive, four strangers follow Cornel on a cross country journey through a treacherous land ruled by rogue army units, brutal thieves and ferocious predators. Only Cornel can hope to lead them across a frozen landscape hellish enough to break the toughest of heroes."
8221 ,Song of the Caballero ,western,"Song of the Caballero  :  After El Lobo robs Don Jose he gives one of the stolen items to Conchita. Later when he saves Anita in a runaway coach, Don Pedro invites him to the wedding of Anita and his son Don Jose. But Conchita is at the wedding and recognizes him putting his life in danger. Don Pedro Madera drives his sister from the Madera rancho because he is displeased she has married a gringo. Sister and gringo have a son Juan who, years later when he is grown, is seeking revenge, as the bandit El Lobo against Madera. The latter does not know that El Lobo/Juan is his nephew. As Juan, he saves the life of Anita, whose hand is promised to Jose Madera, but she is attracted to Juan and he is invited to a fiesta at the rancho. There, he is recognized as the bandit El Lobo by Conchita, a girl who gets around. Some of her getting around includes being caught in the arms of Jose the cad, and this leads to Madera learning that Juan is really his nephew, Jose being a whole lot discredited and Madera blessing a marriage between Juan and Anita."
8250 ,Pals of the Saddle ,western,"Pals of the Saddle  :  Returning a lost item to Ann, Stony arrives just two men shoot each other. Ann is a Government Agent and she gets Stony to replace her now dead partner. An important chemical is being smuggled out of the country and she sends Stony to the storage facility posing as the foreign Agent. He fools the guards but the boss arrives to expose the hoax and Stony is made a prisoner."
8376 ,The Looking Glass Wars ,fantasy,"The Looking Glass Wars  :  When Alyss' evil aunt Redd storms the province of Wonderland, Alyss finds herself stranded on a wierd place humans call England. Everyone calls her world nonsense and Alyss then quickly loses memory of Wonderland. While that happens, Hatter Madigan must quickly find her and team up with Dodge across the Checkerboard Desert to stop Redd before she gains supremacy of Wonderland with the help of the evil, monstrous The Cat."
8433 ,The Farmer ,action,"The Farmer  :  Kyle Martin returns as a silver star hero, but realizes running a one man farm is not profitable, and the bank wants to foreclose, despite returning as a hero. Then a gambler Johnny has a car accident near his farm, in which Kyle saves his life, in which Johnny offers him 1,5000 dollars, which still isn't enough to save the farm. Then when Johnny past-post on a horse race for over $50,000, angering local mobster Passini as he and his three henchmen kills Johnny's bodyguard and then blinds Johnny's eyes with acid to ""make a example out of him"", Johnny asks his girl Betty to ask Kyle to kill Prassini and his men one by one for $50,000, the money he needs to save his farm, which sets the path for revenge."
8436 ,South of Sonora ,western,"South of Sonora  :  Bill Tracy, a Cattleman's Protective Association agent, working undercover, on his way to Sonora, a town dominated by rustlers, saves Betty Carter from a situation, but her rancher father---believing Blackie's suggestion that Bill is a rustler---forbids her to see him. Bill and his pal, Heinie Schmaltz, rescue each other from various plots and ambushes by the rustler, and eventually discover that Blackie, Carter's foreman, is the leader of the rustlers."
8446 ,Feud of the Trail ,western,"Feud of the Trail  :  The basic plot is the standard lawman-hero-poses-as-dead-lookalike-outlaw in order to help dead-outlaw's father and sister from losing their ranch to neighboring outlaws, but lots of weird things (even more than usual in a Sam Katzman production)happen along the way, beginning with the cast order as shown on the film; the 4th and 5th billed Jim Corey (misspelled as Correy) and Dick Alexander (known by and billed as such more times than he was as Richard)play a couple of brothers as part of a family gang obviously inspired by Ma Barker and her sons, and only have a couple of lines of dialogue in the whole film, while Roger Williams (as Lance, the only Holcomb brother with a given name) is billed below his two non-talking brothers. Lafe McKee, a major character who talks all the time, goes uncredited, as does director Bob Hill (the name he used on more films than he did Robert F. Hill), who plays the Protective Association Chief, but Hill, while appearing in many of the films he directed seldom took an actors credit. Most of the Victory Pictures produced by Sam Katzman starring Tom Tyler were marked by the unusually small amount of performers seen on screen,and were usually filmed with only two interiors (which set decorator Fred Preble would disguise from film to film by hanging the same set of checkered drapes in different places) and featured a lot of riding around outdoors, and no town scenes. Sam knew if there were no town scenes, he didn't have to pay a dollar or two for people walking across the street or hanging out in the saloon or rent any extra horses to tie to the hitching posts. For reasons unknown, since it had nothing to do with the plot and advanced it not one whit, Jerry McLain (Milburn Morante), who plays the lawman sidekick to Tom Wade (Tom Tyler)and McLain is actually the one who shoots Jack Granger (also played by Tyler), rides to a town and sings (dubbed)""The Old Chisholm Trail"" for a bartender, a piano player and a dozen or so barflies, all of which must have cost Sam at least fifty extra dollars. Morante and Tyler also sing the song (neither one dubbed and should have been)on the trail, and later on Harley Wood (billed as Harlene)plays it on the piano at the ranch and sings nicely, while Tyler sings along in a losing effort. Same song three and a half times in a Victory production is about three and a half more than the norm. The half comes when Morante, after jawing with the bartender, tells the piano player to play it again (Katzman had the piano player on a day rate and probably wanted to get his money's worth) and Morante's dubbed voice takes over again. Plus, the brother-sister relationship when Sheila thinks Tom is her brother is more than a little cozy to begin with, and heats up some when she learns that Tom is not her brother, even though he is his exact double. Somewhere, somebody forgot to shoot the scene where John Granger (Lafe McKee) explains that Sheila is not really Jack's sister, but had been adopted by Pa Granger when her parents were wiped out by ""injuns"" or something. Most likely blew that part of the budget, intended for that scene, on the unneeded barroom scene. A man who's a dead ringer for the leader of an outlaw gang kills the gang leader, then takes his place to try to bring the gang to justice. The Holcombs are after the Granger ranch as they know there is gold on it. When Tom Wade arrives just as Lance Holcomb shoots John Granger, he is mistaken for his look-alike Jack Granger, the outlaw he has just killed. He continues the hoax by posing as Jack as he and sidekick Jerry go after the Holcombs."
8489 ,"The LBC: Smile Now, Cry Later ",action,"The LBC: Smile Now, Cry Later  :  Long Beach, California can change from a beautiful place to a deadly one on the turn of a dime. A gangster wannabe (Ivan Djurovic) slips deeper into the criminal underbelly seeking to avenge his mother's death. He finds common ground with a man (Sam Lorn) searching for his brother's murderer. When they are confronted by a ruthless drug kingpin (Larry Parrish), anarchy and betrayal reign supreme leading to a climatic bloody showdown on the streets known as ""The LBC""."
8543 ,The Dirty Dancer ,romance,The Dirty Dancer  :  Mona a small time young prostitute is forced into flesh trading due to her poor financial background. During her meetings once she comes across a director who praises her looks. After meeting him she feels her dream of touching stardom has woken up. Will a girl like Mona be accepted in the society again?.
8578 ,The Entire History of the Louisiana Purchase ,history,"The Entire History of the Louisiana Purchase  :  The story of a woman who has an immaculate conception and murders her infant in a microwave as a take-off point for a nightmarish critique of congenital American insanity. The film combines documentary, home movies, archival footage, and fiction to form a new type of film: the fictional documentary."
8579 ,The Brothers Bull ,western,"The Brothers Bull  :  Set in 1890, Brothers Henry and John Bull are the heirs to a successful cattle ranch outside of St Louis. Before their parents hand them the reigns to Bull Ranch, they insist the boys must first find wives. The brothers head to St Louis in search, but their parents don't approve of who they bring home.."
8595 ,The Purifiers ,action,"The Purifiers  :  The story of martial arts clubs who have created their own city infrastructure after tiring of government initiatives. Responding to the greed and corruption creeping into the other clubs, headed by capitalist-wannabe Moses, The Purifiers battle to maintain the successful system which has rid the city of crime and violence. ""If there's trouble, we get outta there. Those we get separated, it's up to them to find their way home."" With these rules, John and his team of warriors who call themselves the Purifiers set out into the Central Zones with other gangs for a meeting with rich capitalist warrior Moses. Moses and his associates believe that with the upcoming election, it's time for a new leader to work within the establishment and create a new world of order. And once he's on the inside, he promises the gangs who unite alongside him true power, profit and freedom. However, the Purifiers are a self-contained unit that fights chaos and crime by working outside the realms of the law to preserve the balance of power. They're totally against this concept of unity, as it goes against everything they stand for. But Moses makes it quite clear that those who aren't with him, are against him and his visions and must leave immediately. The Purifiers do so and before they know it, the various gangs, ranging from the Angels, to the Pumas, to the Eels are now trying to rub them out, as they try to make way to their own turf. The gangs want a piece of the action that Moses has offered and each will get their slice of the pie, if and only if, the Purifiers are stamped out of existence because they're an obstacle at this point. However, Moses is merely using this as a test to see what the Purifiers are made of, as he sees potential in John and wants him to work alongside with Moses to realize his goal. As the Purifiers get split up, they decide to go back into the Central Zones to find Raz (the new recruit) and Sol (John's second-in-command), two of their own who went missing in action at the time of the chase. As Li, John's home-girl, tries to piece the puzzle together, she fears that someone within their ranks has turned traitor and is working with Moses to set the Purifiers up for their downfall. While clashing with the various other gangs who are determined to wipe them out, allies will become enemies, truths will be revealed and loyalties will be tested. The question is will the Purifiers still be united and standing as one when the carnage is over?"
8698 ,Thunderhawk: Operation Phoenix ,action,"Thunderhawk: Operation Phoenix  :  It's the ultimate flying machine. In control of the most advanced gun-ship technology known to man, you are responsible for wiping out the extremist terrorism that has struck the principal nations. Your objective is clear: Resolve All Situations!"
8743 ,The Ghost of Crossbone Canyon ,western,"The Ghost of Crossbone Canyon  :  One of the trade paper reviewers carped that this film's major fault was its choppy continuity that has it divided into two separate segments that have no apparent connection. Trade paper reviewers were seldom accused of being overly perceptive, as there was actually a connection to The Wild Bill Hickok television series as this ""film"" was comprised of two of the television episodes and the public could then line up and pay money at a theatre to see what they could have seen for free at home...if they had a television set, which a large number of the attendees didn't have in 1953. The first segment has Wild Bill (Guy Madison) and deputy Jingles (Andy Devine) ""helping"" a town boss collect the tax money and then keep him from stealing it, and then they ride on to a ghost town (""The Ghost Town"" TV episode) to track down some stolen money. While the TV series rates way low on any scale, it and the features pasted from it are far better than any of the spaghetti westerns Madison found himself in later in his career. But, then, what isn't?"
8744 ,Overland with Kit Carson ,western,"Overland with Kit Carson  :  Western settlers are being driven off their homesteads and ranches by a combination of Indian raids and attacks by bands of mysterious outlaws. The government sends out famed Indian scout Kit Carson and army officer David Brent to investigate, and Carson discovers that a villain named Pegleg controls an outlaw gang called the Black Raiders, and is using them and the Indians to drive out the settlers so he can establish his own empire. He determines to set a trap to expose the identity of Pegleg while avoiding traps and ambushes that Pegleg is setting for him."
8843 ,Frosted Pink with a Twist ,sport,"Frosted Pink with a Twist  :  Frosted Pink with a Twist is a dynamic television, broadband, & PR multi-media event that joins members of the 2008 U.S. Olympic Gymnastics team with Grammy Award-Winning music talent to raise awareness of cancers primarily affecting women."
8874 ,The Third Testament: The Antichrist and the Harlot ,action,"The Third Testament: The Antichrist and the Harlot  :  The film follows protagonist, Angus Young, a character scorned by his first love, (the Harlot) Iona. Prompted by an ambiguous character, Clarence Peck, he travels to various parts of the world; embarking on an adventure to follow the trail of the Wingmakers. Subsequently, returning to change the world, to rid it of all forms of mass control and to abolish the oppression of Government and Religion. This is a story of love, betrayal, power and legacy; and ultimately the controversy that each entails."
8908 ,The Art of Racing Sailing ,sport,"The Art of Racing Sailing  :  The Art of Racing Sailing Learn How To Go Faster and Win! Win More Races! The Art of Racing Sailing is a comprehensive look at setting up the modern racing boat for top performance. Learn how to sail between two points and around the buoys in the shortest time, maximize your boat to attain the greatest speed in any given condition and get a better understanding of the race from before the boat is even launched. Also teaches prelaunch preparation, rig tuning, weight and balance, crew positions, sails and trim, sail handling including tacks, gybes, spinnaker sets and douses, maneuvers and electronics. Phil Nicols began sailing in 1976. He worked for Hood sails as a sail maker, raced a great variety of boats from Lasers to big boats with the majority of his experience coming from boats in the 40-foot range. He has trained crews and been a part of many successful racing campaigns including part of team that set several distance race records that have not yet been topped. Phil is the author of ""The Racer's Edge"" column in a Southern Ontario Sailing publication. The Art of Racing Sailing is a synopsis of his years of experience condensed into an easy to follow format that will help your boat and crew's performance in many areas for years to come. This production is a must have for the serious racer to sailor that just wants to improve his boat's performance. Gather your crew and watch it together."
8915 ,The Grey Vulture ,western,"The Grey Vulture  :  Fired from his job for shirking his duties, the 'Knight of the Plains' Bart Miller stumbles across a would-be stagecoach robbery and he rescues damsel in distress Betty Taylor. He takes Betty and her pretty girlfriends to the ranch of her father Bill Taylor. Meanwhile Taylor's foreman Luke Hatton is plotting to rustle his boss' herd with the aid of the corrupt lawyer Harkness. Bart Miller, born 300 years too late, is a cowhand daydreaming of being a knight and saving damsels in distress. He gets his chance when a girl is aboard a runaway stage. When that girl later overhears a plot to rustle her father's cattle she is kidnapped and Bart now gets to perform the rescue of his earlier daydream."
9071 ,The Song the Zombie Sang ,sci-fi,"The Song the Zombie Sang  :  Nils Bekh was once the world's greatest living musician and composer. With the ultracembalo, a musical system that uses a neural interface and data gloves, he created and performed some of the greatest works of music in history. He died an icon, his name and music deeply etched into the story of humanity. But Bekh the musician continues on. He is reanimated nightly to perform for an adoring public. In death, Nils Bekh has the immortality that before only a man's work could achieve without him. Outside the circles of wealth and privilege that flock to his concerts is Rhoda, a gifted young music student in the infancy of her own career. Driven to the point of obsession, she has few friends- most everyone sees her as arrogant and self absorbed. But Rhoda doesn't pay them any attention; both slave and master to her art, the only things that matter to her are the melodies and compositions that constantly swirl about in her head. On the verge of an enormous creative breakthrough, her academic career crumbles around her and she lashes out at the few friends she has. Feeling frustrated and hopeless, Rhoda is determined to meet and confront Bekh, whose performances she finds soulless and whose success she envies. Late one night after one of his concerts Rhoda breaks into the hall where he lays, awaiting another call to his half life, another call to perform. When she finally comes face to face with the great composer, their meeting turns into a pivotal night for both her and the legendary icon."
9080 ,"""One Mom and Three Dads"" ",romance,"""One Mom and Three Dads""  :  Song Na-Young, a 29-old-single mom, goes through the baby care with help of three best friends of her late husband. Na-Young, born with natural optimism and somewhat recklessness, just lost her husband and depends on three distinctive characters. Han Su-Hyung is a competent fund manager and most successful among friends, but most narrow-minded and stingy. Gwanghui is a handsome cartoonist with good taste of fashion, but an ultimate cynic. Gyeongtae is a young and good-looking detective, but too shy to speak in front of girls. Three guys at first feel burdensome when Na-Young asks for support. As time goes by, however, they start to feel a deep emotion toward the baby and to Na-Young as well."
